K0001

K0864
	G868	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་བསྟོད་པ་	rgyud 'grel, pi 314a2-314b (p.158-4-2)	dpal rdo rje 'jigs byed kyi bstod pa 

K0865
	D2012	འཇམ་དཔལ་འཇིགས་བྱེད་མཚན་གྱི་བསྟོད་པ	rgyud 'grel, mi 220a5-221a2.	'jam dpal 'jigs byed mtshan gyi bstod pa
	G869	ཇམ་དཔལ་འཇིགས་བྱེད་མཚན་གྱི་བསྟོད་པ་	rgyud 'grel, pi 314b6-315b (p.159-4-6)	jam dpal 'jigs byed mtshan gyi bstod pa 
	N2877	འཇམ་དཔལ་འཇིགས་བྱེད་མཚན་གྱི་བསྟོད་པ	rgyud 'grel, pi 223b7-224b6. (ff.223v-224v (pp.446-448))	'jam dpal 'jigs byed mtshan gyi bstod pa
	Q2866	འཇམ་དཔལ་འཇིགས་བྱེད་མཚན་གྱི་བསྟོད་པ	rgyud 'grel, pi 246b7-247b5 (vol.67, p.136)	'jam dpal 'jigs byed mtshan gyi bstod pa

K0866
	D2014	དཔལ་གཤིན་རྗེ་གཤེད་པོའི་རྩ་བའི་སྔགས་དོན་རྡོ་རྗེ་རབ་ཏུ་འབྱེད་པ་ཞེས་བྱ་བ	rgyud 'grel, tsi 1b1-69a7.	dpal gshin rje gshed po'i rtsa ba'i sngags don rdo rje rab tu 'byed pa zhes bya ba
	G870	དཔལ་གཤིན་རྗེ་གཤེད་པོའི་རྩ་བའི་སྔགས་དོན་རྡོ་རྗེ་རབ་ཏུ་འབྱེད་པ་ཞེས་བྱ་བ་	rgyud 'grel, pi 316b1-413b (p.161-2-1)	dpal gshin rje gshed po'i rtsa ba'i sngags don rdo rje rab tu 'byed pa zhes bya ba 
	N2878	དཔལ་གཤིན་རྗེ་གཤེད་པོའི་རྩ་བའི་སྔགས་དོན་རྡོ་རྗེ་རབ་ཏུ་འབྱེད་པ་ཞེས་བྱ་བ	rgyud 'grel, pi 224b7-305a7. (ff.224v-305r (pp.448-609))	dpal gshin rje gshed po'i rtsa ba'i sngags don rdo rje rab tu 'byed pa zhes bya ba
	Q2867	དཔལ་གཤིན་རྗེ་གཤེད་པོའི་རྩ་བའི་སྔགས་དོན་རྡོ་རྗེ་རབ་ཏུ་འབྱེད་པ་ཞེས་བྱ་བ	rgyud 'grel, pi 247b5-330b6 (vol.67, p.137)	dpal gshin rje gshed po'i rtsa ba'i sngags don rdo rje rab tu 'byed pa zhes bya ba

K0867
	D2013	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་རྡོ་རྗེ་འོད་ཅེས་བྱ་བ	rgyud 'grel, mi 221a2-235a6.	dpal rdo rje 'jigs byed kyi sgrub pa'i thabs rdo rje 'od ces bya ba
	G871	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་རྡོ་རྗེ་འོད་ཅེས་བྱ་བ་	rgyud 'grel, pi 414b1-433b (p.209-4-1)	dpal rdo rje 'jigs byed kyi sgrub pa'i thabs rdo rje 'od ces bya ba 
	N2879	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་རྡོ་རྗེ་འོད་ཅེས་བྱ་བ	rgyud 'grel, pi 305a7-320b6. (ff.305r-320v (pp.609-640))	dpal rdo rje 'jigs byed kyi sgrub pa'i thabs rdo rje 'od ces bya ba
	Q2868	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་པའི་ཐབས་རྡོ་རྗེ་འོད་ཅེས་བྱ་བ	rgyud 'grel, pi 330b7-348a1 (vol.67, p.170)	dpal rdo rje 'jigs byed kyi sgrub pa'i thabs rdo rje 'od ces bya ba

K0868
	G872	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་གསལ་བ་ཞེས་བྱ་བ་	rgyud 'grel, pi 434b1 (p.219-4-1)	dpal rdo rje 'jigs byed kyi dkyil 'khor gyi cho ga gsal ba zhes bya ba 
	N2880	རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་གསལ་བ	rgyud 'grel, pi 320b6-332b6. (ff.320v-332v (pp.640-664))	rdo rje 'jigs byed kyi dkyil 'khor gyi cho ga gsal ba
	Q2869	དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་གསལ་བ་ཞེས་བྱ་བ	rgyud 'grel, pi 348a2-361b7 (vol.67, p.177)	dpal rdo rje 'jigs byed kyi dkyil 'khor gyi cho ga gsal ba zhes bya ba

K0869
	D2015	གཤིན་རྗེ་གཤེད་ནག་པོ་གདོང་དྲུག་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, tsi 69a7-71b7.	gshin rje gshed nag po gdong drug pa'i 'khor lo'i sgrub thabs zhes bya ba
	G873	གཤིན་རྗེ་གཤེད་ནག་པོ་གདོང་དྲུག་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ་	rgyud 'grel, pi 451b1-455a (p.229-1-1)	gshin rje gshed nag po gdong drug pa'i 'khor lo'i sgrub thabs zhes bya ba 
	N2881	གཤིན་རྗེ་གཤེད་ནག་པོ་གདོང་དྲུག་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, pi 332b6-335b3. (ff.332v-335v (pp.664-670))	gshin rje gshed nag po gdong drug pa'i 'khor lo'i sgrub thabs zhes bya ba
	Q2870	གཤིན་རྗེ་གཤེད་ནག་པོ་གདོང་དྲུག་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, pi 361b7-365a3 (vol.67, p.182)	gshin rje gshed nag po gdong drug pa'i 'khor lo'i sgrub thabs zhes bya ba

K0870
	D2016	གཤིན་རྗེའི་དགྲ་བསྒྲུབ་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 71b7-76b3.	gshin rje'i dgra bsgrub pa'i 'khor lo'i sgrub thabs
	G874	གཤིན་རྗེའི་དགྲ་བསྒྲུབ་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 455a6-462b (p.230-1-6)	gshin rje'i dgra bsgrub pa'i 'khor lo'i sgrub thabs 
	N2882	གཤིན་རྗེའི་དགྲ་བསྒྲུབ་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 335b3-341a3. (ff.335v-341r (pp.670-681))	gshin rje'i dgra bsgrub pa'i 'khor lo'i sgrub thabs
	Q2871	གཤིན་རྗེའི་དགྲ་བསྒྲུབ་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 365a3-371a6 (vol.67, p.184)	gshin rje'i dgra bsgrub pa'i 'khor lo'i sgrub thabs

K0871
	G875	ཇམ་དཔལ་གྱི་རྟོག་པ་དམ་རྫས་གསང་བ་རྨད་དུ་བསྒྱུར་ཏེ་བསྟེན་པའི་ཆོ་ག་	rgyud 'grel, pi 462b3 (p.233-4-3)	jam dpal gyi rtog pa dam rdzas gsang ba rmad du bsgyur te bsten pa'i cho ga 
	N2883	འཇམ་དཔལ་གྱི་རྟོག་པ་དམ་རྫས་གསང་བ་རྨད་དུ་བསྒྱུར་ཏེ་བསྟེན་པའི་ཆོ་ག	rgyud 'grel, pi 341a3-341b4. (ff.341r-341v (pp.681-682))	'jam dpal gyi rtog pa dam rdzas gsang ba rmad du bsgyur te bsten pa'i cho ga
	Q2872	འཇམ་དཔལ་གྱི་རྟོག་པ་དམ་རྫས་གསང་བ་རྨད་དུ་བསྒྱུར་ཏེ་བསྟེན་པའི་ཆོ་ག	rgyud 'grel, pi 371a6-371b7 (vol.67, p.186)	'jam dpal gyi rtog pa dam rdzas gsang ba rmad du bsgyur te bsten pa'i cho ga

K0872
	D2018	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 77b7-80b5.	gshin rje gshed dmar po'i sgrub thabs
	D2026	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 113b2-115a7.	gshin rje gshed dmar po'i sgrub thabs
	D2031	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 119b4-120b5.	gshin rje gshed dmar po'i sgrub thabs
	G876	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 464b1-468b (p.235-2-1)	gshin rje gshed dmar po'i sgrub thabs 
	N2884	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 341b4-345a2. (ff.341v-345r (pp.682-689))	gshin rje gshed dmar po'i sgrub thabs
	N2893	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 383b4-385b6. (ff.383v-385v (pp.766-770))	gshin rje gshed dmar po'i sgrub thabs
	N2898	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 391a1-392b1. (ff.391r-392r (pp.781-783 ))	gshin rje gshed dmar po'i sgrub thabs
	Q2873	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 371b8-375b2 (vol.67, p.186)	gshin rje gshed dmar po'i sgrub thabs
	Q2882	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 419b3-422a2 (vol.67, p.206)	gshin rje gshed dmar po'i sgrub thabs
	Q2887	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 427b4-429a3 (vol.67, p.209)	gshin rje gshed dmar po'i sgrub thabs

K0873
	D2017	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 76b3-77b7.	gshin rje mthar byed dmar po'i sgrub thabs
	G877	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 469b1-471b (p.237-3-1)	gshin rje mthar byed dmar po'i sgrub thabs 
	N2885	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 345a3-346b4. (ff.345r-346v (pp.689-692))	gshin rje mthar byed dmar po'i sgrub thabs
	Q2874	གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 375b3-377a6 (vol.67, p.188)	gshin rje mthar byed dmar po'i sgrub thabs

K0874
	D2019	འོད་གསལ་འཆར་བའི་རིམ་པ	rgyud 'grel, tsi 80b5-81a6.	'od gsal 'char ba'i rim pa
	G878	ཨོད་གསལ་འཆར་བའི་རིམ་པ་	rgyud 'grel, pi 471b1-472a (p.239-1-1)	od gsal 'char ba'i rim pa 
	N2886	འོད་གསལ་འཆར་བའི་རིམ་པ	rgyud 'grel, pi 346b4-347a7. (ff.346v-347r (692-693))	'od gsal 'char ba'i rim pa
	Q2875	འོད་གསལ་འཆར་བའི་རིམ་པ	rgyud 'grel, pi 377a6-378a2 (vol.67, p.189)	'od gsal 'char ba'i rim pa

K0875
	D2020	ཤིན་ཏུ་སྤྲོས་པ་མེད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག་ཅེས་བྱ་བ	rgyud 'grel, tsi 81a6-84a6.	shin tu spros pa med pa de kho na nyid kyi man ngag ces bya ba
	G879	ཤིན་ཏུ་སྤྲོས་པ་མེད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག་ཅེས་བྱ་བ་	rgyud 'grel, pi 472a6-476a (p.238-2-6)	shin tu spros pa med pa de kho na nyid kyi man ngag ces bya ba 
	N2887	ཤིན་ཏུ་སྤྲོས་པ་མེད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག་ཅེས་བྱ་བ	rgyud 'grel, pi 347a7-350a4. (ff.347r-350v (pp.693-700))	shin tu spros pa med pa de kho na nyid kyi man ngag ces bya ba
	Q2876	ཤིན་ཏུ་སྤྲོས་པ་མེད་པ་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག་ཅེས་བྱ་བ	rgyud 'grel, pi 378a3-381b8 (vol.67, p.189)	shin tu spros pa med pa de kho na nyid kyi man ngag ces bya ba

K0876
	D2021	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག	rgyud 'grel, tsi 84a6-85a1.	gshin rje gshed dmar po'i sgrub thabs kyi cho ga
	G880	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག་	rgyud 'grel, pi 477b1-478a (p.241-3-1)	gshin rje gshed dmar po'i sgrub thabs kyi cho ga 
	N2888	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག	rgyud 'grel, pi 350a4-351a7. (ff.350v-351v (pp.700-702))	gshin rje gshed dmar po'i sgrub thabs kyi cho ga
	Q2877	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག	rgyud 'grel, pi 381b8-382b6 (vol.67, p.190)	gshin rje gshed dmar po'i sgrub thabs kyi cho ga

K0877
	D2022	གཤིན་རྗེ་གཤེད་ཀྱི་འཕྲུལ་འཁོར་གྱི་ཕྲེང་བ	rgyud 'grel, tsi 85a1-88a4.	gshin rje gshed kyi 'phrul 'khor gyi phreng ba
	G881	གཤིན་རྗེ་གཤེད་ཀྱི་འཕྲུལ་འཁོར་གྱི་ཕྲེང་བ་	rgyud 'grel, pi 478b1-483a (p.241-4-1)	gshin rje gshed kyi 'phrul 'khor gyi phreng ba 
	N2889	གཤིན་རྗེ་གཤེད་ཀྱི་འཕྲུལ་འཁོར་གྱི་ཕྲེང་བ	rgyud 'grel, pi 351b1-355a4. (ff.351v-355r (pp.702-709))	gshin rje gshed kyi 'phrul 'khor gyi phreng ba
	Q2878	གཤིན་རྗེ་གཤེད་ཀྱི་འཕྲུལ་འཁོར་གྱི་ཕྲེང་བ	rgyud 'grel, pi 382b6-387a2 (vol.67, p.191)	gshin rje gshed kyi 'phrul 'khor gyi phreng ba

K0878
	D2023	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, tsi 88a4-95a1.	dpal gshin rje gshed dmar po'i sgrub thabs
	G882	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 483a4-493a (p.244-1-4)	dpal gshin rje gshed dmar po'i sgrub thabs 
	N2890	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 355a4-362b6. (ff.355r-362v (pp.709-724))	dpal gshin rje gshed dmar po'i sgrub thabs
	Q2879	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས	rgyud 'grel, pi 387a2-395b6 (vol.67, p.193)	dpal gshin rje gshed dmar po'i sgrub thabs

K0879
	D2024	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག	rgyud 'grel, tsi 95a1-110b5.	dpal gshin rje gshed dmar po'i dkyil 'khor gyi cho ga
	G883	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་	rgyud 'grel, pi 494b1-516b (p.249-4-1)	dpal gshin rje gshed dmar po'i dkyil 'khor gyi cho ga 
	N2891	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག	rgyud 'grel, pi 362b6-380b2. (ff.362v-380v (pp.724-760))	dpal gshin rje gshed dmar po'i dkyil 'khor gyi cho ga
	Q2880	དཔལ་གཤིན་རྗེ་གཤེད་དམར་པོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག	rgyud 'grel, pi 395b7-415b7 (vol.67, p.196)	dpal gshin rje gshed dmar po'i dkyil 'khor gyi cho ga

K0880
	D2025	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག	rgyud 'grel, tsi 110b5-113b2.	rnal 'byor bzhi'i de kho na nyid ces bya ba rang byin gyis brlab pa'i man ngag
	G884	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག་	rgyud 'grel, pi 516b2-520a (p.261-2-2)	rnal 'byor bzhi'i de kho na nyid ces bya ba rang byin gyis brlab pa'i man ngag 
	N2892	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག	rgyud 'grel, pi 380b3-383b4. (ff.380v-383v (pp.760-766))	rnal 'byor bzhi'i de kho na nyid ces bya ba rang byin gyis brlab pa'i man ngag
	Q2881	རྣལ་འབྱོར་བཞིའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ་རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག	rgyud 'grel, pi 415b8-419b2 (vol.67, p.204)	rnal 'byor bzhi'i de kho na nyid ces bya ba rang byin gyis brlab pa'i man ngag

K0881
	G885	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 520a5-522a (p.262-2-5)	gshin rje gshed dmar po'i sgrub thabs 

K0882
	D2027	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ	rgyud 'grel, tsi 115a7-116b2.	gshin rje gshed dmar po maNDal du mchod pa'i cho ga zhes bya ba
	G886	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ་	rgyud 'grel, pi 522b6-523a (p.263-4-6)	gshin rje gshed dmar po maNDal du mchod pa'i cho ga zhes bya ba 
	N2894	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ	rgyud 'grel, pi 385b7-387a6. (ff.385v-387r (pp.770-773))	gshin rje gshed dmar po maNDal du mchod pa'i cho ga zhes bya ba
	Q2883	གཤིན་རྗེ་གཤེད་དམར་པོ་མཎཌལ་དུ་མཆོད་པའི་ཆོ་ག་ཞེས་བྱ་བ	rgyud 'grel, pi 422a3-423b4 (vol.67, p.207)	gshin rje gshed dmar po maNDal du mchod pa'i cho ga zhes bya ba

K0883
	D2028	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག	rgyud 'grel, tsi 116b2-116b7.	gshin rje gshed nag po dang gshin rje gshed dmar po'i mchod pa'i cho ga
	G887	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག་	rgyud 'grel, pi 524b2-525a (p.265-2-2)	gshin rje gshed nag po dang gshin rje gshed dmar po'i mchod pa'i cho ga 
	N2895	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག	rgyud 'grel, pi 387a6-387b5. (ff.387r-387v (pp.773-774))	gshin rje gshed nag po dang gshin rje gshed dmar po'i mchod pa'i cho ga
	Q2884	གཤིན་རྗེ་གཤེད་ནག་པོ་དང་གཤིན་རྗེ་གཤེད་དམར་པོའི་མཆོད་པའི་ཆོ་ག	rgyud 'grel, pi 423b4-424a4 (vol.67, p.207)	gshin rje gshed nag po dang gshin rje gshed dmar po'i mchod pa'i cho ga

K0884
	D2029	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག	rgyud 'grel, tsi 116b7-118a5.	gshin rje gshed dmar po'i ting nge 'dzin gyi cho ga
	G888	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག་	rgyud 'grel, pi 526b1-528a (p.265-4-1)	gshin rje gshed dmar po'i ting nge 'dzin gyi cho ga 
	N2896	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག	rgyud 'grel, pi 387b5-389a6. (ff.387v-389r (pp.774-777))	gshin rje gshed dmar po'i ting nge 'dzin gyi cho ga
	Q2885	གཤིན་རྗེ་གཤེད་དམར་པོའི་ཏིང་ངེ་འཛིན་གྱི་ཆོ་ག	rgyud 'grel, pi 424a4-425b7 (vol.67, p.207)	gshin rje gshed dmar po'i ting nge 'dzin gyi cho ga

K0885
	D2030	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག	rgyud 'grel, tsi 118a5-119b4.	gshin rje gshed dmar po'i gtor ma'i cho ga
	G889	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག་	rgyud 'grel, pi 528a4-530a (p.266-2-4)	gshin rje gshed dmar po'i gtor ma'i cho ga 
	N2897	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག	rgyud 'grel, pi 389a7-391a1. (ff.389r-390v (pp.777-780))	gshin rje gshed dmar po'i gtor ma'i cho ga
	Q2886	གཤིན་རྗེ་གཤེད་དམར་པོའི་གཏོར་མའི་ཆོ་ག	rgyud 'grel, pi 425b8-427b4 (vol.67, p.208)	gshin rje gshed dmar po'i gtor ma'i cho ga

K0886
	G890	གཤིན་རྗེ་གཤེད་དམར་པོའི་སྒྲུབ་ཐབས་	rgyud 'grel, pi 531b1-533a (p.269-1-1)	gshin rje gshed dmar po'i sgrub thabs 

K0887
	D2032	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ	rgyud 'grel, tsi 120b5-130a6.	rang byin gyis brlab pa'i rim pa'i man ngag dang bcas pa gshin rje mthar byed dmar po'i mngon par rtogs pa
	G891	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ་	rgyud 'grel, pi 534b1-548a (p.269-4-1)	rang byin gyis brlab pa'i rim pa'i man ngag dang bcas pa gshin rje mthar byed dmar po'i mngon par rtogs pa 
	N2899	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ	rgyud 'grel, pi 392b1-403b7. (ff.392v-403v (pp.784-806))	rang byin gyis brlab pa'i rim pa'i man ngag dang bcas pa gshin rje mthar byed dmar po'i mngon par rtogs pa
	Q2888	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་དང་བཅས་པ་གཤིན་རྗེ་མཐར་བྱེད་དམར་པོའི་མངོན་པར་རྟོགས་པ	rgyud 'grel, pi 429a3-441b1 (vol.67, p.209)	rang byin gyis brlab pa'i rim pa'i man ngag dang bcas pa gshin rje mthar byed dmar po'i mngon par rtogs pa

K0888
	D2033	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད	rgyud 'grel, tsi 130a6-131b7.	gshin rje gshed dmar po'i 'khrul 'khor gyi gsal byed
	G892	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད་	rgyud 'grel, pi 549b1-551b (p.277-3-1)	gshin rje gshed dmar po'i 'khrul 'khor gyi gsal byed 
	N2900	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད	rgyud 'grel, pi 403b7-405b4. (ff.403v-405v (pp.806-810))	gshin rje gshed dmar po'i 'khrul 'khor gyi gsal byed
	Q2889	གཤིན་རྗེ་གཤེད་དམར་པོའི་འཁྲུལ་འཁོར་གྱི་གསལ་བྱེད	rgyud 'grel, pi 441b1-443b2 (vol.67, p.214)	gshin rje gshed dmar po'i 'khrul 'khor gyi gsal byed

K0889
	D2034	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད	rgyud 'grel, tsi 131b7-134b4.	gshin rje dashed dmar po'i 'khor lo'i de kho na nyid kyi gsal byed
	G893	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད་	rgyud 'grel, pi 552b1-556b (p.279-2-1)	gshin rje dashed dmar po'i 'khor lo'i de kho na nyid kyi gsal byed 
	N2901	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད	rgyud 'grel, pi 405b5-409a3. (ff.405v-409r (pp.810-817))	gshin rje dashed dmar po'i 'khor lo'i de kho na nyid kyi gsal byed
	Q2890	གཤིན་རྗེ་དཤེད་དམར་པོའི་འཁོར་ལོའི་དེ་ཁོ་ན་ཉིད་ཀྱི་གསལ་བྱེད	rgyud 'grel, pi 443b2-447a7 (vol.67, p.215)	gshin rje dashed dmar po'i 'khor lo'i de kho na nyid kyi gsal byed

K0890
	D2035	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, tsi 134b4-135b3.	gshin rje dgra dmar po'i sgrub thabs zhes bya ba
	G894	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ་	rgyud 'grel, pi 556b3-557b (p.281-2-3)	gshin rje dgra dmar po'i sgrub thabs zhes bya ba 
	N2902	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, pi 409a3-410a3. (ff.409r-410r (pp.817-819))	gshin rje dgra dmar po'i sgrub thabs zhes bya ba
	Q2891	གཤིན་རྗེ་དགྲ་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ	rgyud 'grel, pi 447a7-448b2 (vol.67, p.217)	gshin rje dgra dmar po'i sgrub thabs zhes bya ba

K0891
	D2036	གཤིན་རྗེ་གཤེད་དམར་པོའི་རྫོགས་པའི་རྣལ་འབྱོར་ཞེས་བྱ་བ	rgyud 'grel, tsi 135b3-136b7.	gshin rje gshed dmar po'i rdzogs pa'i rnal 'byor zhes bya ba
