M0001
	Q2658a	སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དགོངས་པ་རབ་གསལ་ཞེས་བྱ་བ་བཤད་པའི་ཊའི་ཀཱ	rgyud 'grel, a 1b1-348a8 (vol.60, p.239)	sgron ma gsal bar byed pa'i dgongs pa rab gsal zhes bya ba bshad pa'i T'i kA

M0002
	Q2658b	༼དཔལ་གསང་བ་འདུས་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོའི་འགྲེལ་པ༽་སྒྲོན་མ་གསལ་པར་བྱེད་པའི་ཊའི་ཀཱ་དགོངས་པ་རབ་གསལ་ཞེས་བྱ་བ	rgyud 'grel, ki 61b6-245a7 (vol.61, p.86)	(dpal gsang ba 'dus pa'i rgyud kyi rgyal po chen po'i 'grel pa) sgron ma gsal par byed pa'i T'i kA dgongs pa rab gsal zhes bya ba

M0003
	D1605	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས	rgyud 'grel, A 128b4-129b.	rdo rje phag mo'i sgrub thabs

M0004
	D1770	གཏོར་མའི་ཆོ་ག	rgyud 'grel, sha 266b-267b.	gtor ma'i cho ga

M0005
	D1979	སྒྲུབ་པའི་ཆོ་ག	rgyud 'grel, mi 156b-158a.	sgrub pa'i cho ga

M0006
	D1989	རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་སྒྲུབ་ཐབས	rgyud 'grel, mi 185b1-186a.	rdo rje 'jigs byed kyi sgrub thabs

